CustomerID,Age,Gender,MaritalStatus,Income,Region,PolicyType,PolicyStartYear,PremiumMonthly,ClaimsMade,ClaimsRejected,LastClaimAmount,RenewalStatus,CustomerSatisfaction,NumberOfInquiriesLastYear,HouseType,LifeInsuranceType,HealthInsurancePlan,CustomerFeedbackScore,DigitalPlatformUsage,PolicyUpgradesLastYear,FraudulentClaims,PolicyDurationMonths,CoverDetails,TimeToResolutionDays,ClaimReasons,CommunicationMeans,CustomerServiceFrequency,ServiceNature,PolicyDiscounts,PremiumPaymentFrequency,MissedPayments,VehicleType
72,19,M,Single,68543,Kiambu,Health,2020,194,2,0,0,Not Renewed,1,2,Bungalow,Term,Premium,2,High,2,0,137,Standard,17,Death,Email,8,Complaint,1,Quarterly,2,Toyota Harrier
107,32,M,Single,65849,Eldoret,Property,2021,106,1,1,2700,Not Renewed,1,0,Bungalow,Whole,Basic,9,High,1,0,160,Standard,5,Theft,Email,8,Update,4,Annually,3,Subaru Forester
108,25,M,Divorced,36497,Kisumu,Property,2019,159,0,0,0,Not Renewed,2,1,Bungalow,Term,Premium,1,Medium,1,0,120,Comprehensive,23,Theft,Email,10,Update,22,Annually,5,Mercedes
127,35,M,Single,68094,Kisumu,Property,2017,108,4,2,1500,Not Renewed,1,2,Apartment,Whole,Premium,8,Medium,1,0,311,Comprehensive,16,Drought,Email,9,Query,13,Annually,5,Nissan X-Trail
103,20,M,Divorced,57985,Busia,Property,2021,164,1,0,0,Not Renewed,3,1,,,,1,Medium,1,0,10,Comprehensive,8,Drought,Skype,5,Update,3,Annually,0,Subaru Forester
20,53,M,Single,30675,Kisumu,Property,2021,151,3,2,0,Not Renewed,3,0,,,,1,High,1,1,10,Comprehensive,2,Drought,Skype,2,Update,3,Quarterly,2,Subaru Forester
20,26,F,Married,57580,Busia,Property,2019,121,4,1,0,Renewed,2,0,,,,1,Medium,1,0,15,Comprehensive,10,Drought,Skype,7,Update,3,Semi-Annual,1,Subaru Forester
27,56,F,Widowed,30342,Kisumu,Property,2018,190,2,0,220,Not Renewed,5,0,Bungalow,Term,Premium,4,Medium,0,0,148,Comprehensive,28,Accident,Email,1,Query,3,Annually,2,Subaru Forester
198,26,M,Divorced,70354,Busia,Health,2019,177,1,1,0,Not Renewed,2,1,Bungalow,Term,Premium,1,High,2,1,59,Comprehensive,9,Health Issue,Skype,2,Complaint,15,Weekly,1,Toyota Land Cruiser V8
197,64,F,Divorced,58230,Kiambu,Agricultural,2016,120,4,0,2400,Not Renewed,2,2,Bungalow,Term,Premium,10,Medium,2,0,356,Comprehensive,21,Drought,Email,4,Query,18,Annually,5,Subaru Forester
80,19,F,Divorced,30265,Eldoret,Property,2017,146,1,1,120,Not Renewed,1,1,,,,8,Low,2,1,37,Basic,3,Health Issue,Skype,5,Complaint,1,Monthly,1,Subaru Forester
105,36,M,Married,48072,Mombasa,Property,2019,187,0,0,0,Not Renewed,4,1,Bungalow,Whole,Basic,5,High,0,0,7,Comprehensive,11,Maturity,Phone Call,2,Complaint,1,Monthly,1,Subaru Forester
97,20,M,Divorced,41658,Kisumu,Property,2015,134,2,1,2000,Not Renewed,3,1,Bungalow,Term,Premium,9,Medium,2,1,51,Basic,10,Theft,Email,5,Query,6,Weekly,1,Subaru Forester
200,19,M,Single,73684,Kisumu,Health,2015,134,0,1,2200,Not Renewed,2,0,Bungalow,Whole,Premium,1,Medium,0,0,182,Comprehensive,28,Death,Skype,0,Query,17,Quarterly,5,Mercedes
197,52,M,Single,34680,Turkana,Property,2017,130,0,1,500,Not Renewed,2,3,Bungalow,Term,Premium,10,Medium,1,1,81,Comprehensive,3,Accident,Email,7,Query,13,Annually,5,Mercedes
150,24,M,Single,39607,Kiambu,Education,2020,185,3,0,0,Not Renewed,3,2,Bungalow,Term,Basic,7,High,0,1,10,Standard,24,Health Issue,In-Person,2,Update,1,Weekly,3,Subaru Forester
19,27,F,Divorced,46083,Busia,Health,2015,120,1,1,700,Not Renewed,4,1,Apartment,Term,Premium,5,High,2,1,36,Premium,6,Health Issue,Email,3,Complaint,2,Semi-Annual,1,Mercedes
123,60,M,Divorced,75498,Nairobi,Property,2015,152,3,2,1800,Not Renewed,2,0,Apartment,Term,Premium,10,High,1,0,261,Comprehensive,23,Theft,Email,1,Query,0,Quarterly,5,Mercedes
200,18,F,Divorced,76493,Mombasa,Motor,2015,160,2,0,0,Not Renewed,4,1,Rental,Term,Basic,1,High,1,0,174,Comprehensive,6,Maturity,Email,3,Update,0,Weekly,2,Mercedes
108,26,M,Widowed,47539,Kisumu,Health,2017,155,0,1,2000,Not Renewed,1,1,Bungalow,Term,Premium,10,High,0,1,332,Basic,16,Accident,Email,6,Query,2,Quarterly,5,Nissan X-Trail
159,28,M,Divorced,30476,Kiambu,Education,2021,119,3,2,11,Not Renewed,1,2,Bungalow,Term,Basic,1,Medium,1,1,8,Basic,3,Drought,Skype,4,Feedback,1,Annually,2,Toyota Land Cruiser V8
36,42,F,Single,51059,Busia,Health,2017,181,1,0,1,Not Renewed,5,2,Bungalow,Term,Premium,4,High,0,0,288,Comprehensive,6,Drought,Email,10,Update,9,Quarterly,3,Subaru Forester
120,36,M,Single,48759,Eldoret,Property,2017,185,4,1,0,Not Renewed,4,0,Bungalow,Whole,Basic,3,Medium,1,1,344,Standard,22,Health Issue,Email,10,Complaint,10,Monthly,3,Subaru Forester
126,37,M,Married,59800,Busia,Health,2016,148,0,0,0,Not Renewed,1,0,Bungalow,Whole,Basic,1,Medium,2,0,63,Comprehensive,22,Death,Text,3,Feedback,1,Annually,1,Subaru Forester
22,36,F,Married,42500,Kiambu,Education,2017,167,0,0,0,Not Renewed,2,3,Rental,Whole,Basic,1,Medium,2,0,45,Standard,6,Death,Text,10,Feedback,2,Monthly,1,Subaru Forester
25,40,M,Single,48000,Busia,Property,2020,196,3,2,400,Not Renewed,4,3,Bungalow,Whole,Basic,1,High,2,0,23,Comprehensive,14,Death,Text,9,Feedback,3,Quarterly,1,Subaru Forester
14,45,M,Widowed,50000,Kiambu,Property,2017,141,4,0,800,Not Renewed,3,3,Bungalow,Whole,Basic,1,High,2,0,24,Comprehensive,5,Death,Text,10,Feedback,2,Semi-Annual,1,Subaru Forester
123,50,M,Widowed,48659,Turkana,Property,2017,125,3,2,2400,Not Renewed,1,1,Bungalow,Term,Basic,5,High,1,0,199,Comprehensive,19,Accident,Email,1,Query,2,Quarterly,1,Nissan X-Trail
200,31,F,Single,45000,Busia,Property,2017,168,3,0,93,Not Renewed,1,0,Rental,Term,Premium,4,High,0,0,128,Basic,4,Property Damage,Text,4,Update,10,Weekly,1,Subaru Forester
32,18,M,Single,65049,Nairobi,Property,2020,177,2,0,2500,Not Renewed,2,1,Bungalow,Term,Premium,7,Medium,1,0,226,Comprehensive,15,Accident,Phone Call,3,Update,18,Quarterly,5,Mercedes
104,26,F,Single,35897,Busia,Motor,2018,131,0,2,240,Not Renewed,5,0,,,,4,Medium,1,0,11,Standard,5,Health Issue,Email,10,Feedback,13,Annually,1,Subaru Forester
200,34,M,Single,58716,Kisumu,Agricultural,2019,182,0,1,2500,Not Renewed,5,0,Apartment,Term,Premium,1,Medium,0,0,412,Basic,19,Accident,Email,1,Complaint,6,Weekly,0,Mazda CX-5
103,25,M,Widowed,47896,Nairobi,Agricultural,2019,103,2,2,2800,Not Renewed,2,0,Bungalow,Term,Basic,8,Medium,0,0,47,Premium,3,Death,Text,1,Query,8,Weekly,5,Mercedes
101,36,F,Single,52947,Busia,Health,2019,184,3,0,0,Not Renewed,1,2,,,,1,Medium,2,0,12,Comprehensive,10,Health Issue,Skype,2,Complaint,19,Annually,0,Subaru Forester
123,57,F,Single,49800,Turkana,Property,2016,140,1,2,118,Not Renewed,4,1,Bungalow,Term,Basic,8,High,0,1,53,Comprehensive,13,Accident,Email,2,Complaint,5,Quarterly,1,Mercedes
20,35,M,Divorced,51697,Busia,Education,2021,148,3,0,880,Renewed,1,1,Apartment,Term,Basic,1,High,2,0,20,Basic,2,Drought,Email,2,Complaint,3,Quarterly,1,Toyota Harrier
81,50,M,Widowed,67554,Kisumu,Motor,2017,193,0,1,2339,Not Renewed,1,3,Bungalow,Term,Basic,1,Medium,1,0,120,Standard,5,Drought,Email,2,Complaint,1,Annually,1,Toyota Land Cruiser V8
82,48,F,Divorced,50990,Kisumu,Motor,2016,138,0,1,196,Not Renewed,2,0,Bungalow,Term,Basic,2,Low,1,0,5,Comprehensive,8,Drought,Email,2,Complaint,1,Semi-Annual,1,Toyota Land Cruiser V8
5,56,M,Single,54003,Nairobi,Property,2019,113,0,1,21,Not Renewed,3,0,Bungalow,Term,Basic,3,Low,0,0,4,Standard,16,Drought,Email,2,Complaint,2,Weekly,1,Subaru Forester
80,48,M,Divorced,75003,Kisumu,Property,2020,185,0,1,20,Not Renewed,2,0,Bungalow,Term,Basic,2,Low,0,1,4,Comprehensive,3,Drought,Email,2,Complaint,1,Monthly,2,Toyota Land Cruiser V8
104,67,F,Widowed,59382,Nairobi,Agricultural,2018,157,3,2,0,Not Renewed,3,0,Bungalow,Term,Basic,10,Medium,2,0,470,Standard,2,Theft,Email,10,Complaint,1,Annually,5,Toyota Harrier
123,56,M,Single,40809,Kiambu,Health,2021,123,1,2,0,Not Renewed,3,2,Rental,Term,Basic,3,Medium,2,0,7,Comprehensive,15,Death,Email,10,Update,0,Monthly,2,Subaru Forester
125,36,M,Divorced,48091,Kiambu,Property,2021,125,2,1,0,Not Renewed,3,1,Rental,Whole,Basic,7,High,1,0,480,Premium,2,Health Issue,Skype,10,Feedback,1,Monthly,3,Mazda CX-5
130,54,M,Single,76869,Busia,Motor,2016,123,4,0,129,Not Renewed,1,0,Bungalow,Term,Premium,1,Medium,2,0,268,Comprehensive,8,Accident,Email,5,Complaint,10,Weekly,4,Mercedes
153,25,M,Divorced,47903,Kiambu,Agricultural,2018,153,2,1,650,Not Renewed,1,1,Bungalow,Term,Basic,2,Medium,2,0,28,Premium,2,Maturity,Skype,1,Feedback,2,Weekly,2,Toyota Land Cruiser V8
1,26,M,Single,75049,Nairobi,Agricultural,2020,130,1,1,800,Not Renewed,2,2,Bungalow,Term,Basic,4,Low,0,1,193,Comprehensive,8,Accident,Text,2,Query,7,Annually,5,Mercedes
200,35,F,Single,61784,Nairobi,Health,2019,140,1,1,100,Not Renewed,5,1,Bungalow,Term,Basic,10,Medium,1,1,92,Comprehensive,22,Accident,Email,9,Update,22,Quarterly,1,Mercedes
101,24,M,Single,39587,Kisumu,Agricultural,2016,194,3,2,2500,Not Renewed,1,2,Bungalow,Term,Basic,9,Medium,1,0,50,Comprehensive,7,Accident,Email,1,Update,10,Annually,0,Subaru Forester
102,19,M,Single,46857,Eldoret,Health,2015,163,0,1,20,Not Renewed,1,2,Bungalow,Term,Premium,5,Medium,1,0,297,Comprehensive,14,Theft,Skype,10,Update,1,Quarterly,3,Mercedes
102,59,M,Widowed,37468,Kisumu,Agricultural,2015,170,2,2,2500,Not Renewed,2,1,Bungalow,Term,Premium,8,Medium,1,0,120,Basic,5,Accident,Phone Call,2,Complaint,4,Quarterly,5,Mercedes
185,47,M,Single,62030,Busia,Property,2019,191,3,0,67,Not Renewed,1,1,Bungalow,Term,Premium,7,Medium,1,0,168,Basic,15,Theft,Email,3,Complaint,16,Quarterly,1,Subaru Forester
200,18,M,Single,34763,Eldoret,Livestock,2021,125,4,0,590,Not Renewed,1,2,,,,9,Medium,1,0,21,Comprehensive,2,Theft,Email,3,Feedback,5,Annually,1,Subaru Forester
20,54,M,Divorced,31967,Eldoret,Property,2021,180,1,0,0,Not Renewed,3,2,Bungalow,Term,Basic,2,Medium,1,1,31,Premium,18,Property Damage,Phone Call,0,Complaint,3,Monthly,0,Subaru Forester
19,60,F,Widowed,72445,Eldoret,Agricultural,2021,138,1,0,0,Not Renewed,1,2,,,,1,Medium,2,0,6,Basic,3,Floods,Email,3,Complaint,2,Monthly,4,Mercedes
1,20,F,Single,45693,Kiambu,Health,2021,178,2,1,1100,Not Renewed,2,1,Bungalow,Term,Premium,2,High,2,1,20,Standard,4,Health Issue,Email,2,Complaint,1,Annually,2,Subaru Forester
26,68,F,Divorced,60520,Kisumu,Health,2020,108,1,0,1800,Not Renewed,1,2,Bungalow,,Basic,2,Medium,2,0,8,Comprehensive,7,Drought,Email,3,Complaint,1,Annually,3,Subaru Forester
10,47,M,Widowed,50000,Kisumu,Health,2020,125,3,1,1600,Not Renewed,2,1,Bungalow,,Basic,1,High,2,1,6,Comprehensive,7,Drought,Email,2,Complaint,1,Annually,5,Subaru Forester
5,32,M,Single,63000,Kisumu,Livestock,2020,145,1,1,1100,Not Renewed,3,2,Bungalow,,Basic,2,Medium,2,1,7,Comprehensive,7,Drought,Email,3,Complaint,1,Annually,2,Subaru Forester
1,26,M,Widowed,57048,Eldoret,Property,2019,133,2,1,2400,Not Renewed,2,1,Apartment,Whole,Basic,7,High,1,0,48,Comprehensive,9,Theft,Email,8,Update,25,Annually,5,Mercedes
174,56,M,Single,30892,Kisumu,Property,2019,173,0,0,2000,Not Renewed,5,0,Bungalow,Term,Premium,4,High,2,0,64,Comprehensive,5,Accident,Email,1,Query,6,Annually,5,Toyota Land Cruiser V8
170,48,F,Single,52369,Kiambu,Property,2018,110,1,1,2000,Not Renewed,4,1,Bungalow,Whole,Basic,8,Medium,1,0,292,Comprehensive,13,Accident,Email,1,Query,14,Weekly,5,Mercedes
1,59,M,Widowed,70648,Kisumu,Agricultural,2019,137,3,2,1800,Not Renewed,1,0,Bungalow,Term,Premium,8,High,1,0,412,Comprehensive,13,Accident,Phone Call,2,Query,10,Weekly,5,Mercedes
104,56,M,Single,32978,Kisumu,Property,2017,122,0,1,2000,Not Renewed,3,0,Bungalow,Whole,Basic,3,Medium,1,0,314,Comprehensive,6,Accident,Phone Call,2,Query,11,Weekly,5,Mercedes
93,54,M,Single,70216,Kisumu,Property,2018,132,2,1,1181,Not Renewed,1,1,Bungalow,Term,Premium,9,Low,0,0,8,Basic,14,Drought,Phone Call,1,Query,1,Weekly,1,Mazda CX-5
123,46,M,Divorced,75089,Turkana,Agricultural,2019,167,2,0,0,Not Renewed,1,1,,,,6,Low,1,1,9,Comprehensive,15,Floods,Phone Call,1,Feedback,1,Annually,3,Mercedes
136,65,F,Divorced,60890,Turkana,Agricultural,2019,149,2,0,0,Not Renewed,1,1,,,,9,Low,1,1,11,Comprehensive,3,Floods,Phone Call,1,Feedback,1,Annually,3,Mercedes
140,63,F,Divorced,66390,Turkana,Agricultural,2020,126,2,0,0,Not Renewed,1,1,,,,9,Low,1,1,11,Comprehensive,3,Floods,Phone Call,1,Feedback,1,Annually,3,Mercedes
142,64,F,Divorced,65690,Turkana,Agricultural,2021,119,2,0,0,Not Renewed,1,1,,,,9,Low,1,1,11,Comprehensive,3,Floods,Phone Call,1,Feedback,1,Annually,3,Mercedes
1,20,F,Divorced,39684,Kiambu,Education,2020,170,0,0,0,Not Renewed,5,2,Bungalow,Term,Premium,5,High,0,0,65,Comprehensive,14,Health Issue,Email,6,Update,5,Monthly,4,Mazda CX-5
107,68,M,Widowed,43295,Kiambu,Property,2021,187,1,1,2000,Not Renewed,4,0,Bungalow,Term,Basic,5,High,2,1,350,Comprehensive,8,Drought,Email,6,Update,20,Weekly,5,Mercedes
106,25,M,Single,34978,Kisumu,Agricultural,2018,129,4,2,1400,Not Renewed,2,0,Bungalow,Term,Premium,4,Medium,0,1,45,Comprehensive,20,Death,Email,10,Query,6,Annually,1,Mercedes
167,39,F,Divorced,40858,Eldoret,Motor,2016,117,1,0,0,Not Renewed,1,3,Bungalow,Whole,Premium,5,Low,0,0,118,Comprehensive,17,Health Issue,Phone Call,1,Complaint,1,Monthly,1,Mazda CX-5
152,63,F,Widowed,49702,Busia,Property,2018,135,0,2,2500,Not Renewed,1,1,Apartment,Term,Basic,5,High,1,0,108,Comprehensive,24,Accident,Email,8,Query,13,Quarterly,3,Subaru Forester
174,56,M,Single,30982,Kisumu,Education,2019,120,1,1,2200,Not Renewed,1,1,Bungalow,Term,Premium,10,Medium,0,1,219,Comprehensive,17,Accident,Phone Call,5,Feedback,20,Weekly,3,Mercedes
102,36,F,Divorced,74896,Eldoret,Health,2021,156,0,1,0,Not Renewed,2,2,Bungalow,Whole,Premium,1,High,0,0,54,Basic,6,Accident,Email,4,Update,6,Quarterly,1,Mercedes
200,59,M,Widowed,38461,Busia,Agricultural,2017,150,0,0,200,Not Renewed,1,2,Bungalow,Term,Premium,1,High,0,0,280,Basic,27,Death,Text,1,Update,8,Quarterly,1,Mercedes
104,28,M,Single,59375,Kisumu,Agricultural,2021,167,3,1,2000,Not Renewed,5,2,Apartment,Term,Basic,3,Medium,0,1,40,Standard,9,Accident,Email,2,Query,2,Annually,3,Mercedes
102,18,F,Divorced,43765,Kiambu,Motor,2019,158,1,0,29,Not Renewed,2,2,Bungalow,Term,Basic,4,High,2,0,17,Comprehensive,8,Maturity,Skype,1,Complaint,5,Monthly,1,Subaru Forester
20,18,M,Single,44976,Busia,Property,2020,153,1,0,80,Not Renewed,5,0,Apartment,Term,Premium,9,Medium,0,1,197,Comprehensive,2,Theft,Email,4,Query,24,Quarterly,2,Toyota Land Cruiser V8
123,40,F,Single,69587,Kisumu,Property,2021,104,3,1,2800,Not Renewed,4,1,Bungalow,Term,Premium,10,High,2,1,381,Comprehensive,4,Accident,Email,6,Update,3,Annually,5,Mercedes
150,34,M,Single,69287,Kisumu,Property,2019,107,0,1,600,Not Renewed,1,0,Bungalow,Term,Premium,4,Medium,2,0,186,Comprehensive,4,Maturity,Skype,4,Query,2,Annually,5,Nissan X-Trail
106,23,F,Divorced,35947,Eldoret,Agricultural,2021,185,1,2,67,Not Renewed,1,0,Bungalow,Term,Basic,5,High,2,1,130,Basic,14,Accident,Skype,0,Complaint,0,Monthly,2,Subaru Forester
120,34,M,Married,58396,Narok,Property,2018,175,2,0,0,Not Renewed,2,3,Bungalow,Term,,3,High,1,0,119,Standard,11,Maturity,Email,1,Feedback,0,Monthly,2,Toyota Land Cruiser V8
132,56,F,Widowed,39047,Busia,Agricultural,2018,127,1,1,2000,Not Renewed,1,1,Rental,Term,Premium,1,High,2,0,60,Basic,20,Death,Email,7,Complaint,2,Annually,2,Toyota Harrier
192,64,M,Married,50783,Eldoret,Education,2021,193,3,1,0,Not Renewed,3,1,Bungalow,Whole,,3,Medium,0,1,30,Premium,19,Health Issue,Phone Call,0,Update,2,Monthly,3,Mazda CX-5
200,46,M,Single,75039,Kisumu,Education,2018,169,1,2,2500,Not Renewed,1,1,Apartment,Term,Basic,10,High,1,0,48,Comprehensive,21,Theft,Email,2,Update,12,Weekly,2,Mercedes
135,48,F,Single,76029,Kisumu,Health,2017,171,2,0,2500,Not Renewed,2,1,Bungalow,Term,Premium,7,Medium,2,0,55,Comprehensive,13,Accident,Email,1,Update,10,Quarterly,5,Subaru Forester
123,40,M,Widowed,78697,Kiambu,Property,2015,131,2,1,1000,Not Renewed,5,2,Bungalow,Term,Premium,4,High,1,1,338,Comprehensive,4,Theft,Phone Call,1,Update,2,Annually,3,Mercedes
123,63,F,Divorced,54184,Eldoret,Agricultural,2016,122,0,2,2000,Not Renewed,4,3,Bungalow,Whole,Premium,5,Medium,1,1,195,Basic,7,Accident,Email,1,Query,2,Weekly,0,Subaru Forester
123,63,F,Divorced,54184,Eldoret,Agricultural,2016,122,0,2,2000,Not Renewed,4,3,Bungalow,Whole,Premium,5,Medium,1,1,195,Basic,7,Accident,Email,1,Query,2,Weekly,0,Subaru Forester
123,40,M,Widowed,78697,Kiambu,Property,2015,131,2,1,1000,Not Renewed,5,2,Bungalow,Term,Premium,4,High,1,1,338,Premium,4,Theft,Phone Call,1,Update,2,Annually,3,Subaru Forester
123,63,F,Divorced,54184,Eldoret,Agricultural,2016,122,0,2,2000,Not Renewed,4,3,Bungalow,Whole,Premium,5,Medium,1,1,195,Basic,7,Accident,Email,1,Query,2,Weekly,0,Subaru Forester
123,40,M,Widowed,78697,Kiambu,Property,2015,131,2,1,1000,Not Renewed,5,2,Bungalow,Term,Premium,4,High,1,1,338,Premium,4,Theft,Phone Call,1,Update,2,Annually,3,Subaru Forester
1,32,M,Single,46098,Kisumu,Agricultural,2020,175,0,1,3000,Not Renewed,2,0,Bungalow,Term,Premium,8,High,0,0,28,Basic,21,Maturity,Phone Call,2,Query,13,Weekly,3,Subaru Forester
172,54,F,Single,30869,Kiambu,Property,2016,130,0,1,2200,Not Renewed,5,0,Bungalow,Whole,Premium,2,Medium,2,0,210,Comprehensive,14,Theft,Email,1,Query,15,Annually,5,Mercedes
180,52,M,Single,49360,Kisumu,Health,2019,172,0,0,0,Not Renewed,2,0,Bungalow,Whole,Basic,1,High,1,0,8,Comprehensive,16,Death,Email,1,Update,3,Annually,5,Mercedes
23,45,M,Single,78036,Nairobi,Education,2019,168,3,0,1500,Not Renewed,2,1,Apartment,Term,Basic,4,High,1,0,410,Standard,28,Accident,Text,6,Query,18,Annually,5,Mercedes
200,18,M,Single,57694,Kisumu,Property,2019,130,4,1,2100,Not Renewed,3,2,Bungalow,Whole,Basic,5,Medium,1,1,316,Comprehensive,6,Accident,Email,7,Query,15,Annually,5,Mazda CX-5
154,20,M,Divorced,63987,Narok,Education,2015,126,1,0,0,Not Renewed,4,3,,,,4,High,2,0,30,Basic,2,Health Issue,Email,3,Update,4,Monthly,4,Mercedes
192,22,M,Widowed,63987,Kiambu,Property,2015,126,4,1,0,Not Renewed,4,3,,,,4,High,2,0,30,Standard,2,Health Issue,Email,3,Update,4,Monthly,0,Mercedes
143,20,F,Divorced,68579,Kitui,Education,2021,129,0,0,0,Not Renewed,4,0,Rental,Term,Basic,4,High,2,0,28,Standard,12,Health Issue,In-Person,2,Update,0,Annually,1,Subaru Forester
123,18,F,Divorced,56009,Eldoret,Motor,2019,147,1,0,796,Not Renewed,1,0,Bungalow,Term,Premium,5,High,1,0,115,Comprehensive,22,Maturity,Email,3,Update,4,Monthly,1,Toyota Harrier
90,50,F,Widowed,42312,Busia,Property,2016,189,4,1,700,Not Renewed,4,0,Bungalow,Term,Premium,8,High,2,0,345,Basic,19,Theft,Phone Call,8,Update,15,Annually,3,Mercedes
199,20,F,Single,45386,Turkana,Property,2021,178,0,0,0,Not Renewed,1,2,Bungalow,Term,Premium,10,High,2,0,60,Comprehensive,6,Health Issue,Phone Call,1,Feedback,0,Monthly,0,Subaru Forester
176,39,M,Single,42000,Eldoret,Motor,2021,185,3,1,0,Renewed,1,2,Bungalow,Term,Premium,2,High,2,0,36,Basic,10,Health Issue,Skype,3,Complaint,10,Monthly,1,Subaru Forester
102,57,M,Divorced,48036,Busia,Health,2020,198,0,2,30,Not Renewed,1,1,Bungalow,Term,Premium,2,High,1,1,21,Comprehensive,12,Drought,Text,10,Update,0,Weekly,1,Subaru Forester
102,34,F,Widowed,56897,Kiambu,Education,2021,147,1,2,10,Not Renewed,1,0,Bungalow,Term,Basic,1,High,1,1,46,Comprehensive,9,Death,Email,10,Complaint,2,Weekly,1,Mazda CX-5
106,18,F,Divorced,45297,Eldoret,Motor,2021,113,2,0,0,Not Renewed,5,0,,,,1,High,2,0,8,Comprehensive,2,Death,Skype,6,Query,1,Weekly,0,Subaru Forester
126,35,F,Divorced,47950,Kiambu,Health,2021,189,4,0,30,Not Renewed,4,1,Bungalow,Term,Basic,1,High,0,0,12,Standard,22,Accident,Email,9,Query,2,Quarterly,4,Mercedes
124,30,M,Single,38597,Busia,Motor,2018,116,3,0,0,Not Renewed,4,2,,,,2,High,2,0,19,Basic,21,Maturity,Phone Call,6,Complaint,2,Annually,0,Subaru Forester
198,67,M,Single,30264,Kisumu,Health,2021,151,0,1,0,Not Renewed,5,0,Bungalow,Term,Premium,10,High,0,0,149,Comprehensive,7,Drought,Email,4,Query,13,Weekly,5,Subaru Forester
102,53,F,Single,79648,Eldoret,Property,2019,127,1,1,149,Not Renewed,1,3,Bungalow,Term,Premium,3,Medium,1,1,27,Comprehensive,12,Theft,Email,1,Complaint,10,Weekly,0,Toyota Land Cruiser V8
91,56,M,Divorced,76554,Kisumu,Agricultural,2018,120,1,0,144,Not Renewed,1,3,Bungalow,Term,Premium,3,Medium,1,1,31,Comprehensive,11,Theft,Email,1,Complaint,10,Quarterly,0,Toyota Land Cruiser V8
153,48,F,Married,60297,Busia,Education,2021,148,2,0,162,Renewed,1,0,Rental,Whole,Basic,7,High,2,0,154,Comprehensive,18,Health Issue,Skype,4,Complaint,14,Monthly,4,Subaru Forester
27,19,M,Married,40650,Busia,Motor,2021,148,0,1,0,Renewed,1,0,Rental,Whole,Premium,8,Medium,1,1,152,Comprehensive,9,Health Issue,Skype,3,Complaint,3,Monthly,0,Subaru Forester
27,19,M,Married,40650,Busia,Motor,2021,148,0,1,0,Renewed,1,0,Rental,Whole,Premium,8,Medium,1,1,152,Comprehensive,9,Health Issue,Skype,3,Complaint,3,Monthly,0,Subaru Forester
27,19,M,Married,40650,Busia,Motor,2021,148,0,1,0,Renewed,1,0,Rental,Whole,Premium,8,Medium,1,1,152,Comprehensive,9,Health Issue,Skype,3,Complaint,3,Monthly,0,Subaru Forester
200,18,F,Single,35478,Turkana,Health,2021,108,0,0,0,Renewed,4,3,Bungalow,Term,Premium,9,High,1,0,61,Comprehensive,19,Theft,Email,9,Update,6,Annually,5,Mercedes
120,35,M,Married,76849,Busia,Health,2021,101,2,0,10,Not Renewed,1,1,Rental,Term,Basic,9,High,2,0,16,Standard,4,Theft,Skype,10,Update,1,Weekly,2,Mercedes
190,23,M,Single,65878,Busia,Health,2021,145,1,1,300,Not Renewed,3,2,Bungalow,Whole,Premium,6,High,2,0,24,Standard,4,Floods,Skype,3,Complaint,4,Monthly,2,Subaru Forester
150,27,M,Widowed,48968,Turkana,Agricultural,2016,132,2,2,2000,Not Renewed,4,1,Bungalow,Term,Basic,8,High,1,0,311,Comprehensive,28,Accident,Text,2,Query,20,Annually,5,Mercedes
150,27,M,Single,39864,Eldoret,Property,2017,154,3,1,2200,Not Renewed,2,2,Bungalow,Whole,Basic,8,Medium,1,0,179,Comprehensive,4,Theft,Email,1,Query,8,Annually,3,Mercedes
27,41,F,Widowed,30879,Busia,Property,2015,168,2,0,34,Not Renewed,3,1,Bungalow,Term,Premium,7,Medium,1,0,55,Comprehensive,5,Accident,Phone Call,10,Query,20,Quarterly,1,Mercedes
29,68,M,Divorced,47306,Kiambu,Agricultural,2019,110,2,1,1900,Not Renewed,2,2,Bungalow,Term,Premium,9,High,1,0,80,Basic,2,Accident,Email,10,Query,20,Annually,1,Toyota Land Cruiser V8
30,52,F,Divorced,75000,Eldoret,Agricultural,2021,121,0,1,100,Not Renewed,2,1,Bungalow,Term,Premium,10,Medium,1,0,69,Standard,13,Death,Text,10,Query,20,Weekly,1,Subaru Forester
30,23,M,Widowed,36500,Mombasa,Agricultural,2018,110,0,1,1980,Not Renewed,2,1,Bungalow,Term,Premium,5,High,1,1,34,Basic,4,Death,Skype,10,Query,20,Quarterly,1,Toyota Land Cruiser V8
30,54,F,Single,60000,Busia,Agricultural,2020,112,0,1,140,Not Renewed,3,1,Bungalow,Term,Premium,7,Medium,1,0,68,Standard,2,Death,Text,10,Query,20,Semi-Annual,1,Subaru Forester
31,34,M,Widowed,75000,Kitui,Agricultural,2019,100,0,1,10,Not Renewed,2,1,Bungalow,Term,Premium,10,Low,1,0,26,Standard,13,Death,Email,10,Query,20,Weekly,1,Toyota Land Cruiser V8
188,50,M,Widowed,31472,Nairobi,Agricultural,2016,196,4,2,500,Not Renewed,1,1,Bungalow,Term,Basic,1,Medium,2,0,45,Comprehensive,12,Theft,In-Person,4,Query,15,Annually,1,Mercedes
